Date,Close,High,Low,Open,Volume
1999-01-22,0.0376117005944252,0.0447753071491975,0.0355814614532041,0.0401187785903406,2714688000
1999-01-25,0.0415520556271076,0.0420288945240906,0.0376117039300437,0.0405965399745699,510480000
1999-01-26,0.0383278802037239,0.0428651976247458,0.0377309109607544,0.0420288934263442,343200000
1999-01-27,0.0382086783647537,0.0394026137342712,0.0362976500460264,0.0384470978668602,244368000
1999-01-28,0.0380885452032089,0.0384470916195532,0.0378501257398434,0.0382086721561877,227520000
1999-01-29,0.036297645419836,0.0382086734949998,0.036297645419836,0.0380885465378118,244032000
1999-02-01,0.0370147265493869,0.0372531459455624,0.0362976339187855,0.0362976339187855,154704000
1999-02-02,0.0341491140425205,0.0372531621919187,0.0330743901409148,0.0362976497484363,264096000
1999-02-03,0.034865278750658,0.0353430365061201,0.0334320089003652,0.033671347242671,75120000
1999-02-04,0.0367754139006137,0.0377309265057685,0.0348652973716586,0.0353430553822836,181920000
1999-02-05,0.0378501266241073,0.038208673048828,0.036417771951765,0.0373723687568717,136848000
1999-02-08,0.0365369766950607,0.0382086696154888,0.0365369766950607,0.0380885426704979,154080000
1999-02-09,0.0351037196815013,0.0374915907609925,0.0346259616796784,0.0372531678087975,86976000
1999-02-10,0.0347460955381393,0.036059239397478,0.034149125942206,0.0351037266210354,148224000
1999-02-11,0.0377309061586856,0.0391632604884971,0.0348652785699179,0.0348652785699179,132240000
1999-02-12,0.0398803688585758,0.0401187883438867,0.0382086756731164,0.0382086756731164,109728000
1999-02-16,0.0401187911629676,0.0422682423995149,0.0360592271214296,0.0405965490965884,211008000
1999-02-17,0.0379693321883678,0.0396410251506076,0.0372531548986379,0.0391632673143526,67728000
1999-02-18,0.0385663174092769,0.0396410415449508,0.037491593273603,0.0391632835111095,70704000
1999-02-19,0.0398803688585758,0.0405965462439362,0.0377309177730669,0.0382086756731164,75360000
1999-02-22,0.0401187911629676,0.0410743070302092,0.0379693399264203,0.0405965490965884,205248000
1999-02-23,0.0420289114117622,0.0428652159680434,0.0386864431434118,0.0410743143049428,138096000
1999-02-24,0.0453722923994064,0.05014894958222,0.0442975684459376,0.0482379211869398,612768000
1999-02-25,0.043939933180809,0.048715674383961,0.0432228368567845,0.0472833161786966,149136000
1999-02-26,0.0419096946716308,0.04585004713625,0.0415520637211823,0.0444176923077157,172608000
1999-03-01,0.0421490222215652,0.043939926613108,0.040118782864069,0.0429844109435227,92160000
1999-03-02,0.04179048538208,0.0422682433261748,0.041074307930694,0.0420289048893712,55248000
1999-03-03,0.0389248430728912,0.0420288902327746,0.0386864236487432,0.0420288902327746,61392000
1999-03-04,0.0380885452032089,0.0410743003632894,0.0377309143001135,0.0408349619705807,57360000
1999-03-05,0.0402379892766475,0.0403571972800955,0.0384470851086158,0.0384470851086158,78768000
1999-03-08,0.0408349633216857,0.0420288985367032,0.0384470928916508,0.0391632702347866,75888000
1999-03-09,0.0421490222215652,0.0427459914907775,0.0407157521332813,0.0407157521332813,143184000
1999-03-10,0.0414319336414337,0.0427459958452537,0.0408349643114089,0.0427459958452537,235344000
1999-03-11,0.0396410264074802,0.0414319308612876,0.0396410264074802,0.0407157535488503,54288000
1999-03-12,0.0389248430728912,0.039880358627867,0.0382086658712553,0.039880358627867,90768000
1999-03-15,0.0405965484678745,0.0410743063940963,0.0396410326154309,0.0398803710432808,108816000
1999-03-16,0.0392834059894084,0.0413127304457108,0.0389248594809031,0.0408349724668334,79152000
1999-03-17,0.0395218171179294,0.0403572024260541,0.0385663014457577,0.0396410251365777,51360000
1999-03-18,0.0399995781481266,0.0405965440505306,0.0386864314829624,0.0396410283020575,46320000
1999-03-19,0.0401187911629676,0.0413127265322734,0.0398803716609034,0.0398803716609034,105312000
1999-03-22,0.0389248430728912,0.0410742936069908,0.0389248430728912,0.0409541666737716,36672000
1999-03-23,0.0365369766950607,0.0391632663348177,0.0358207994232435,0.0391632663348177,163968000
1999-03-24,0.036297645419836,0.0365369804048366,0.0348652873146734,0.036297645419836,60864000
1999-03-25,0.0367754139006137,0.0382086845163936,0.036059232933401,0.0361784444116949,40320000
1999-03-26,0.0399995781481266,0.040118786176294,0.0372531578602528,0.0372531578602528,88272000
1999-03-29,0.041193526238203,0.0421490388690912,0.0404773452517024,0.041193526238203,65952000
1999-03-30,0.0377309061586856,0.0416712572513377,0.037491571233714,0.0413127109123591,69504000
1999-03-31,0.0403572134673595,0.0408349714341549,0.0371339570262615,0.0389248584965295,153600000
1999-04-01,0.0391632691025733,0.0405965426767824,0.0384470917801423,0.0403572042830741,30432000
1999-04-05,0.0379693321883678,0.0396410251506076,0.0377309127348928,0.0386864284074027,98640000
1999-04-06,0.0370147265493869,0.038447080784608,0.0362976339187855,0.0383278727945669,69696000
1999-04-07,0.0401187911629676,0.0403572106650319,0.0370147429886711,0.0372531624907353,89280000
1999-04-08,0.0408349633216857,0.0420288985367032,0.0398803665072959,0.0403572054498041,130128000
1999-04-09,0.0401187911629676,0.0410743070302092,0.0398803716609034,0.0410743070302092,48624000
1999-04-12,0.038447082042694,0.0396410169208082,0.0377309049016484,0.0396410169208082,33312000
1999-04-13,0.0368946120142936,0.0391632710477478,0.0362976461024401,0.0391632710477478,36144000
1999-04-14,0.0358208082616329,0.0376117130557498,0.0358208082616329,0.0367754086325929,48288000
1999-04-15,0.0367754139006137,0.0367754139006137,0.0358208133929087,0.0367754139006137,35856000
1999-04-16,0.0379693321883678,0.0385663014594073,0.036536977608908,0.036536977608908,38928000
1999-04-19,0.036297645419836,0.0384470929667194,0.0358208030603025,0.0384470929667194,31296000
1999-04-20,0.0355814732611179,0.0377309211212722,0.0352229233638592,0.0362976507100312,67680000
1999-04-21,0.0361784398555755,0.0362976513188565,0.0353430509313687,0.0355814738579307,37488000
1999-04-22,0.0346259586513042,0.036297652046667,0.0342683276703853,0.036297652046667,227184000
1999-04-23,0.0329551808536052,0.0346259587397895,0.0327158458242978,0.0345067472738135,126048000
1999-04-26,0.0312834903597831,0.0334320227560858,0.0305663939648184,0.032955180316055,123504000
1999-04-27,0.0346259586513042,0.03486529368,0.0315219103053694,0.0319996682654077,226944000
1999-04-28,0.0343875400722026,0.0348652946291522,0.0333128126571968,0.0348652946291522,120096000
1999-04-29,0.0343875400722026,0.0346259595939409,0.0336713625774198,0.0345067481250242,48144000
1999-04-30,0.034865278750658,0.0362976365039882,0.0345067324098208,0.0347460707521266,99312000
1999-05-03,0.0351037196815013,0.0352229277415036,0.0341491191913837,0.0352229277415036,33840000
1999-05-04,0.0331935957074165,0.0351037081580547,0.0324774184045924,0.0351037081580547,96048000
1999-05-05,0.0339097753167152,0.0339097753167152,0.0315219048586688,0.0334320174392291,144576000
1999-05-06,0.0332531966269016,0.0343875276588424,0.0322380770208439,0.0336713504225884,35616000
1999-05-07,0.0334320105612278,0.0336713489154237,0.032238075577834,0.032238075577834,25008000
1999-05-10,0.0334320105612278,0.0341491032785265,0.0331935911362271,0.0331935911362271,19680000
1999-05-11,0.0352229103446006,0.036297637293527,0.0341491023248439,0.0348652795090404,171744000
1999-05-12,0.036297645419836,0.036417772377024,0.0351037102024874,0.0355814680753019,168480000
1999-05-13,0.036297645419836,0.0372531577493707,0.036178433975929,0.036297645419836,69936000
1999-05-14,0.0343875400722026,0.0362976530348129,0.0339097820991581,0.0362976530348129,28464000
1999-05-17,0.036059234291315,0.036059234291315,0.0337905745606911,0.0339097860434741,35760000
1999-05-18,0.0377309061586856,0.0382086639116711,0.0353430363229033,0.0364177632428811,151536000
1999-05-19,0.036059234291315,0.0408349767181291,0.035462268196011,0.0394026215619549,451728000
1999-05-20,0.0331935957074165,0.0362976433058688,0.0318804491226383,0.0362976433058688,178176000
1999-05-21,0.0324774123728275,0.0327158317863819,0.0315218968603076,0.0327158317863819,303504000
1999-05-24,0.0323572978377342,0.0334320217606019,0.0318804554119021,0.0327158443164929,162624000
1999-05-25,0.032596617937088,0.032955164251746,0.0322380716224299,0.0324774099472605,130080000
1999-05-26,0.0324774123728275,0.0341491016390683,0.0324774123728275,0.0324774123728275,104736000
1999-05-27,0.0322380885481834,0.0327158465195963,0.0322380885481834,0.0327158465195963,82320000
1999-05-28,0.032596617937088,0.0327158293430086,0.0322380716224299,0.0327158293430086,88656000
1999-06-01,0.0327158421277999,0.0327158421277999,0.0319996647316032,0.0324774226388816,98544000
1999-06-02,0.0315219014883041,0.0327158365896701,0.0315219014883041,0.0327158365896701,130128000
1999-06-03,0.0323572978377342,0.0325966328560111,0.0319996668723838,0.0323572978377342,41568000
1999-06-04,0.032596617937088,0.0327158293430086,0.0323572830283506,0.032596617937088,78912000
1999-06-07,0.0329551808536052,0.033432023301414,0.0327158458242978,0.0327754498492383,125136000
1999-06-08,0.0337905623018741,0.0343875315967002,0.0329551735440731,0.0330743849836077,153312000
1999-06-09,0.0343875400722026,0.0351037175669855,0.0339097820991581,0.0339097820991581,95184000
1999-06-10,0.0345067530870437,0.0346259645731028,0.034149122044962,0.0343875450170802,36096000
1999-06-11,0.0337905623018741,0.0346259510596751,0.0325966271283162,0.0345067396201406,61008000
1999-06-14,0.0324774123728275,0.0339097667124562,0.0322380740301219,0.0338501592969975,51648000
1999-06-15,0.0324774123728275,0.0327158317863819,0.0319996546165675,0.0324774123728275,49296000
1999-06-16,0.0334320105612278,0.0343875261196208,0.0324774139320299,0.0329551682951328,64416000
1999-06-17,0.0324774123728275,0.0336713472989018,0.0324774123728275,0.0331935895426418,74928000
1999-06-18,0.0312834903597831,0.0327158452906516,0.0312834903597831,0.0327158452906516,158736000
